"id";"area_construida_m2";"Bairro";"Cep";"cidade_uf";"Endereço";"fim_termo_convenio";"situacao_termo_convenio";"termo_convenio";"Situação";"uf"
"27435";89.28;"Aldeia Cachoeira";"69935-000";"Assis Brasil                        - AC";"Terra Indígena Mamoadate, Subindo o rio Iaco, 01 ";"30/01/2017";"Vigente";"46140/2014";"
                            
                            Concluída";"AC"
"27436";89.28;"Aldeia";"69980-000";"Cruzeiro do Sul                        - AC";"TI Campinas Katukina - Aldeia Masheya, localizada BR-364 distante a 85 Km de CZS, 1 ";"30/01/2017";"Vigente";"46140/2014";"
                            
                            Concluída";"AC"
"19037";1586;"Sonho Verde";"57606-100";"Palmeira dos Índios                        - AL";"Rua Sonho Verde,   ";"31/12/2014";"Vencido";"251/2011";"
                            
                            Concluída";"AL"
"24954";1118.48;"SEBASTIÃO DE OLIVEIRA GOMES";"57250-000";"Campo Alegre                        - AL";"RUA SÃO PEDRO,  00 ";"29/12/2016";"Vigente";"3173/2012";"
                            
                            Concluída";"AL"
"25399";1271;"Liberdade";"69400-000";"Manacapuru                        - AM";"Rua Gilberto Mestrinho,   ";"02/12/2015";"Vencido";"3575/2012";"
                            
                            Concluída";"AM"
"25499";1400;"Eduardo Braga";"69500-000";"Carauari                        - AM";"Rua Travessa III,   ";"31/01/2015";"Vencido";"3617/2012";"
                            
                            Concluída";"AM"
"24661";1211.92;"Fonte Nova";"68925-000";"Santana                        - AP";"Av. Dom Pedro I entre a Rua Everaldo Vasconcelos e Av. Rio Branco, Quadra 155/Setor 08, 155 ";"21/12/2014";"Vencido";"2509/2012";"
                            
                            Concluída";"AP"
"20232";1264.8;"Mimoso do Oeste";"47850-000";"Luís Eduardo Magalhães                        - BA";"Rua São Francisco/Rua Severino Fracaro, Área pública,  ";"24/10/2013";"Vencido";"1894/2011";"
                            
                            Concluída";"BA"
"27356";854;"POVOADO DA PINDA";"48730-000";"Conceição do Coité                        - BA";"ESTRADA DA PINDA, TERRENO, 120 ";"31/07/2015";"Vencido";"9537/2014";"
                            
                            Concluída";"BA"
"20245";0;"Centro";"62270-000";"Hidrolândia                        - CE";", Distrito de Irajá,  ";"15/07/2014";"Vencido";"1397/2011";"
                            
                            Concluída";"CE"
"18321";1211.92;"Justiniano de Serpa";"61700-000";"Aquiraz                        - CE";"BR 116 KM 32, Estrada Nova,  ";"07/12/2014";"Vencido";"1875/2011";"
                            
                            Concluída";"CE"
"31594";1118.48;"Samambaia";"72308-500";"Brasília                        - DF";"QN 503 CONJ 12 LOTE 01,   ";"05/04/2017";"Vigente";"11501/2014";"
                            
                            Concluída";"DF"
"25801";1118.48;"Recanto das Emas";"72601-300";"Brasília                        - DF";"Quadra 107 - Conj 08 - Lote 01,   ";"11/10/2016";"Vigente";"5886/2013";"
                            
                            Concluída";"DF"
"18311";1211;"Boa Vista";"29314-480";"Cachoeiro de Itapemirim                        - ES";"Rodovia Ricardo Barbieri,   ";"21/07/2016";"Vigente";"210/2011";"
                            
                            Concluída";"ES"
"27357";851.63;"Centro";"29490-000";"Atilio Vivacqua                        - ES";"RUA ADEMAR LUIZ MORENO,  3 ";"31/12/2016";"Vigente";"7972/2015";"
                            
                            Concluída";"ES"
"27359";2945;"Setor Milton Ferreira";"76300-000";"Ceres                        - GO";"Qd. 5 APM,  8 ";"28/02/2015";"Vencido";"7971/2014";"
                            
                            Concluída";"GO"
"24815";0;"Residencial Brasicon l";"74975-384";"Aparecida de Goiânia                        - GO";"Rua 1, ESQUINA COM AVENIDA CHILE,  ";"29/05/2017";"Vigente";"4060/2013";"
                            
                            Concluída";"GO"
"29701";207.7;"Povoado Rio Claro";"65685-000";"Buriti Bravo                        - MA";"Rua Principal,   ";"01/10/2016";"Vigente";"9115/2014";"
                            
                            Concluída";"MA"
"1009432";111.1;"Zona Rural                                                                                          ";"65468-000";"Matões do Norte                        - MA";"Povoado Centro do Jorge,   ";"31/12/2016";"Vigente";"22598/2014";"
                            
                            Concluída";"MA"
"19268";1118.48;"Antonio Fonseca";"35500-000";"Divinópolis                        - MG";"Rua Maria das Dores,   ";"26/10/2014";"Vencido";"527/2011";"
                            
                            Concluída";"MG"
"25582";1118.48;"cidade jardim";"39620-000";"Medina                        - MG";"rua laura silva pereira, lote, 00 ";"27/02/2015";"Vencido";"2759/2012";"
                            
                            Concluída";"MG"
"22556";0;"Cravo III";"79300-000";"Corumbá                        - MS";"Rua Minas Gerais,   ";"28/11/2016";"Vigente";"1130/2011";"
                            
                            Concluída";"MS"
"18932";1118.48;"Vila Santo Eugênio";"79060-330";"Campo Grande                        - MS";"Rua Araguacema,   ";"02/08/2016";"Vigente";"2469/2012";"
                            
                            Concluída";"MS"
"19011";1118.48;"Residencial José Adriano Leitão";"78550-000";"Sinop                        - MT";"Rua Celina Martins c/ Rua Projetada 06, Quadra 19,  ";"31/01/2017";"Vigente";"239/2011";"
                            
                            Concluída";"MT"
"24888";1211;"Jardim Vitória";"78055-732";"Cuiabá                        - MT";"Avenida B,   ";"27/05/2017";"Vigente";"11194/2014";"
                            
                            Concluída";"MT"
"18920";1118.48;"Centro";"68707-000";"Primavera                        - PA";"Avenida Dezessete de Dezembro, Rua Eustáquio Teixeira, 00 ";"09/07/2013";"Vencido";"109/2011";"
                            
                            Concluída";"PA"
"29556";0;"Baião";"68465-000";"Baião                        - PA";"RUA BRAULINO TRINDADE, TAMBAI-AÇU, 000 ";"30/09/2016";"Vigente";"7511/2015";"
                            
                            Concluída";"PA"
"19723";565;"Centro";"58865-000";"São Bento                        - PB";"Rua Severino Pedro de Almeida,   ";"11/09/2013";"Vencido";"1681/2011";"
                            
                            Concluída";"PB"
"29587";204.06;"Zona Rural";"58188-000";"Baraúna                        - PB";"Sítio Mendes,  00 ";"31/05/2015";"Vencido";"7525/2014";"
                            
                            Concluída";"PB"
"24762";1211.92;"DELMARIO BRAGA";"55670-000";"São Bento do Una                        - PE";"RUA 1, RUA 1, 1 ";"19/05/2014";"Vencido";"2978/2012";"
                            
                            Concluída";"PE"
"1016089";204.06;"ZONA RURAL                                                                                          ";"56895-000";"Santa Cruz da Baixa Verde                        - PE";"SÍTIO BOM SUCESSO, O SISTEMA NÃO ACEITA A COORDENADA CORRETA LAT 07º54\'126\,  ";"30/12/2016";"Vigente";"29870/2014";"
                            
                            Concluída";"PE"
"24584";564.5;"Serranópolis";"64575-000";"Jaicós                        - PI";"AV. industrial,  00 ";"30/01/2015";"Vencido";"3010/2012";"
                            
                            Concluída";"PI"
"25749";1211.92;"Aeroporto II";"64980-000";"Corrente                        - PI";"Rua Projetada 85,  000 ";"30/09/2016";"Vigente";"3020/2012";"
                            
                            Concluída";"PI"
"1001653";954.71;"Atuba                                                                                               ";"83409-590";"Colombo                        - PR";"Rua Campos Sales,  95 ";"27/09/2016";"Vigente";"5102/2013";"
                            
                            Concluída";"PR"
"25291";1118.48;"Boqueirão";"85022-290";"Guarapuava                        - PR";"Rua Vila Velha,   ";"20/08/2016";"Vigente";"2912/2012";"
                            
                            Concluída";"PR"
"19870";700.28;"Parque Penha";"28022-560";"Campos dos Goytacazes                        - RJ";"PENHA,   ";"14/01/2017";"Vigente";"2087/2011";"
                            
                            Concluída";"RJ"
"19343";564;"Tangara";"28921-217";"Cabo Frio                        - RJ";"Rua Nelson Mandela,   ";"26/09/2016";"Vigente";"386/2011";"
                            
                            Concluída";"RJ"
"18297";564.5;"Bela Parnamirim";"59142-760";"Parnamirim                        - RN";"rua Anita Alves Maciel,   ";"03/08/2016";"Vigente";"407/2011";"
                            
                            Concluída";"RN"
"19453";0;"Nossa Senhora da Apresentação";"59114-155";"Natal                        - RN";"Rua São Francisco,  361 ";"09/12/2016";"Vigente";"5838/2013";"
                            
                            Concluída";"RN"
"19503";564.5;"centro";"76977-000";"São Felipe D'Oeste                        - RO";"Rua Projetada, Lote 129A., Rua Ronaldo Aragão à Avenida 7 de Setembro que dão acesso a Rua Projetada (acesso principal); Rua Pr, 129 ";"25/10/2014";"Vencido";"1802/2011";"
                            
                            Concluída";"RO"
"25736";553.23;"Centro";"76995-000";"Corumbiara                        - RO";"Avenida  Brasil entre a Rua Milton Carlos e a Avenida Guarajus, Lotes a construir,  ";"05/02/2015";"Vencido";"3086/2012";"
                            
                            Concluída";"RO"
"1005479";0;"Doutor Sílvio Botelhoo                                                                              ";"69314-452";"Boa Vista                        - RR";"Rua Delman Veras (N-08), QUADRA 349/ ZONA 12, 0092 ";"07/12/2016";"Vigente";"11477/2014";"
                            
                            Concluída";"RR"
"1006459";NA;"Equatorial                                                                                          ";"69317-334";"Boa Vista                        - RR";"Avenida General Ataíde Teive, quadra 788/ Zona 12, 221 ";"15/12/2016";"Vigente";"11478/2014";"
                            
                            Concluída";"RR"
"19248";565;"Centro";"97541-110";"Alegrete                        - RS";"Rua Coronel Luiz Inácio Jaques,   ";"17/09/2014";"Vencido";"445/2011";"
                            
                            Concluída";"RS"
"24365";1118.48;"centro";"98550-000";"Redentora                        - RS";"Rua Pedro Cordenunci esq com Rua Ricardo Tesche, lote 213 quadra 29, 659 ";"29/11/2014";"Vencido";"3058/2012";"
                            
                            Concluída";"RS"
"19763";1118;"Parque Guarani";"89209-225";"Joinville                        - SC";"Avenida Firmino da Silva, Entre rua João Medeiros e Avenida Firmino da Silva,  ";"30/09/2016";"Vigente";"2444/2012";"
                            
                            Concluída";"SC"
"18962";564.5;"BAIRRO LEÃO";"88990-000";"Praia Grande                        - SC";"RUA MANOEL LEÃO PEREIRA,   ";"15/06/2014";"Vencido";"2457/2012";"
                            
                            Concluída";"SC"
"19451";1118.48;"         Santa Maria /17 de Março";"49000-000";"Aracaju                        - SE";"Acesso 15,   ";"21/10/2016";"Vigente";"4447/2013";"
                            
                            Concluída";"SE"
"24462";1211.92;"Vila Brasileira                                                                                     ";"08738-510";"Mogi das Cruzes                        - SP";"Rua João Gualberto,  0000 ";"31/08/2016";"Vigente";"3119/2012";"
                            
                            Concluída";"SP"
"18296";1118.48;"Jardim dos Eucaliptos";"13874-524";"São João da Boa Vista                        - SP";"Rua José Azacio Diniz,   ";"20/11/2013";"Vencido";"1746/2011";"
                            
                            Concluída";"SP"
"19365";564.5;"Setor Central";"77790-000";"Nova Olinda                        - TO";"Avenida Goiás, Centro, 00 ";"30/06/2014";"Vencido";"1191/2011";"
                            
                            Concluída";"TO"
"19263";1118.48;"SETOR AEROPORTO";"77360-000";"Paranã                        - TO";"AVENIDA A,  7 ";"20/02/2016";"Vencido";"2054/2011";"
                            
                            Concluída";"TO"
"1010086";NA;"CIDADE DO POVO                                                                                      ";"69900-000";"Rio Branco                        - AC";"CIDADE DO POVO,  10 ";"30/06/2017";"Vigente";"23908/2014";"
                            
                            Contratação";"AC"
"29306";3383.98;"Francisco Peixoto";"69932-000";"Brasiléia                        - AC";"Rua 06, Loteamento Francisco Peixoto, 0000 ";"30/11/2016";"Vigente";"8477/2014";"
                            
                            Contratação";"AC"
"1001789";NA;"Centro                                                                                              ";"57280-000";"Igreja Nova                        - AL";"Travessa Vereador Djalma Raposo, Terreno Pronto para edificação, 00 ";"20/10/2016";"Vigente";"5976/2013";"
                            
                            Contratação";"AL"
"1013975";111.03;"ZONA RURAL                                                                                          ";"69650-000";"Atalaia do Norte                        - AM";"COMUNIDADE RURAL DE CONTRABANDO,   ";"30/06/2016";"Vigente";"30075/2014";"
                            
                            Contratação";"AM"
"1012566";NA;"Ilha de Santana                                                                                     ";"68925-000";"Santana                        - AP";"Rua Lucimar Letra, Lote 02P, 02 ";"30/01/2017";"Vigente";"8720/2014";"
                            
                            Contratação";"AP"
"1002946";204.06;"RURAL                                                                                               ";"48580-000";"Pedro Alexandre                        - BA";"ESTRADA VICINAL DO POVOADO, POVOADO ÁGUAS BELAS A 60 KM DA SEDE,  ";"31/07/2016";"Vigente";"16932/2014";"
                            
                            Contratação";"BA"
"1012579";1510.23;"PANTANAL                                                                                            ";"46770-000";"Iramaia                        - BA";"LOTEAMENTO DO ALTO,  00 ";"01/10/2016";"Vigente";"8732/2014";"
                            
                            Contratação";"BA"
"1005440";NA;"PADRE IBIAPINA                                                                                      ";"62150-000";"Santana do Acaraú                        - CE";"RUA JOSE MARIA DE SOUSA , DISTRITO DE MUTAMBEIRAS, 000 ";"03/11/2016";"Vigente";"6725/2013";"
                            
                            Contratação";"CE"
"31919";NA;"Marechal Rondon (Jurema)";"61652-250";"Caucaia                        - CE";"Rua SDO,  00 ";"31/12/2016";"Vigente";"7415/2015";"
                            
                            Contratação";"CE"
"31776";0;"Brazlândia                                                                                          ";"72772-010";"Brasília                        - DF";"Núcleo Rural Incra 6, DCAG - DF-180 - KM-06, 6 ";"05/04/2017";"Vigente";"11501/2014";"
                            
                            Contratação";"DF"
"1011161";NA;"Centro                                                                                              ";"29620-000";"Itarana                        - ES";"Rua Valentim De Martin, Estádio Municipal, 00 ";"31/01/2018";"Vigente";"70511/2016";"
                            
                            Contratação";"ES"
"1012665";1510.23;"LAURENTINO ANTONIO DE FARIA                                                                         ";"29398-000";"Irupi                        - ES";"Rua projetada, loteamento,  ";"02/08/2016";"Vigente";"8815/2014";"
                            
                            Contratação";"ES"
"33219";0;"Lago Azul                                                                                           ";"72860-000";"Novo Gama                        - GO";"Avenida Delfino Meireles, Área FH6, 03 ";"29/09/2016";"Vigente";"4247/2013";"
                            
                            Contratação";"GO"
"33218";0;"Parque Estrela D'Alva VI                                                                            ";"72860-000";"Novo Gama                        - GO";"Rua 209, A3L, 00 ";"29/09/2016";"Vigente";"4247/2013";"
                            
                            Contratação";"GO"
"1009948";204.06;"Povoado Boa Esperança                                                                               ";"65650-970";"São Francisco do Maranhão                        - MA";"Estrada Vicinal,  00 ";"28/02/2017";"Vigente";"22660/2014";"
                            
                            Contratação";"MA"
"1004960";1473.2;"VILA PARENTE                                                                                        ";"65300-000";"Santa Inês                        - MA";"RUA SÃO BENEDITO,  0000 ";"14/01/2018";"Vigente";"6382/2013";"
                            
                            Contratação";"MA"
"1009774";NA;"distrito cajuru                                                                                     ";"36300-000";"São João del Rei                        - MG";"distrito cajuru,  00 ";"30/11/2016";"Vigente";"19651/2014";"
                            
                            Contratação";"MG"
"1009245";NA;"Jardim Copacabana                                                                                   ";"38046-746";"Uberaba                        - MG";"Avenida 4,   ";"31/03/2017";"Vigente";"10065/2014";"
                            
                            Contratação";"MG"
"19056";NA;"Centro                                                                                              ";"79440-000";"Jaraguari                        - MS";"RUA GOIAS,  18 ";"15/10/2016";"Vigente";"4047/2013";"
                            
                            Contratação";"MS"
"1018672";NA;"P.A. 12 de Outubro";"78540-000";"Cláudia                        - MT";"Estrada Vicinal - Acesso ao P.A 12 de Outubro,   ";"31/12/2016";"Vigente";"46847/2014";"
                            
                            Contratação";"MT"
"1018671";NA;"P.A. Zumbi dos Palmares";"78540-000";"Cláudia                        - MT";"Rua Jatoba,   ";"31/12/2016";"Vigente";"46847/2014";"
                            
                            Contratação";"MT"
"1010032";NA;"Zona Rural                                                                                          ";"68880-000";"Chaves                        - PA";"Vila Araua,  010 ";"30/06/2017";"Vigente";"23564/2014";"
                            
                            Contratação";"PA"
"1010034";NA;"Zona Rural                                                                                          ";"68880-000";"Chaves                        - PA";"Comunidade Ranchinho,  010 ";"30/06/2017";"Vigente";"23564/2014";"
                            
                            Contratação";"PA"
"1002011";890.73;"Centro                                                                                              ";"58233-000";"Araruna                        - PB";"Rua Projetada,  00 ";"29/09/2016";"Vigente";"5373/2013";"
                            
                            Contratação";"PB"
"1006881";NA;"Alto do Mateus                                                                                      ";"58090-230";"João Pessoa                        - PB";"Rua José Gomes Varela, Setor 31_Quadra 032_Lote 0322, 00 ";"06/12/2016";"Vigente";"7355/2013";"
                            
                            Contratação";"PB"
"1006750";890.33;"Vila Maria Doralice                                                                                 ";"55835-000";"Chã de Alegria                        - PE";"Rua Sebastiana Guilhermina da Silva,  245 ";"17/12/2016";"Vigente";"7405/2013";"
                            
                            Contratação";"PE"
"1012785";859.53;"Centro                                                                                              ";"55180-000";"Jataúba                        - PE";"RUA JOSE ALVINO DE LIMA, PREDIO ESCOLAR, 00 ";"23/03/2017";"Vigente";"8961/2014";"
                            
                            Contratação";"PE"
"1004108";NA;"AEROPORTO                                                                                           ";"64890-000";"Canto do Buriti                        - PI";"RUA JOSÉ ROGERIO NUNES, AEROPORTO,  ";"01/05/2017";"Vigente";"6156/2013";"
                            
                            Contratação";"PI"
"1017581";890.33;"CENTRO                                                                                              ";"64573-000";"Massapê do Piauí                        - PI";"RUA LUIS FRANÇA,   ";"08/06/2017";"Vigente";"11063/2014";"
                            
                            Contratação";"PI"
"1014561";NA;"Centro                                                                                              ";"85225-000";"Boa Ventura de São Roque                        - PR";"Rua Alfredina Dalzotto,  00 ";"31/12/2016";"Vigente";"10003/2014";"
                            
                            Contratação";"PR"
"24521";564.5;"Pau Grande";"25900-000";"Magé                        - RJ";"Estrada da Cachoeira,   ";"13/05/2016";"Vencido";"3029/2012";"
                            
                            Contratação";"RJ"
"19464";1836.85;"Benfica                                                                                             ";"20973-012";"Rio de Janeiro                        - RJ";"Rua Tenente Serapião, Próximo à Av. Dom Helder Câmara, 1496,  ";"30/01/2017";"Vigente";"3170/2012";"
                            
                            Contratação";"RJ"
"24339";890.73;"CENTRO                                                                                              ";"59162-000";"São José de Mipibu                        - RN";"Rua Projetada,  000 ";"19/11/2016";"Vigente";"5538/2013";"
                            
                            Contratação";"RN"
"1014595";NA;"Alto de Santana                                                                                     ";"59680-000";"Augusto Severo                        - RN";"Rua Francisco Fernandes PImenta,   ";"15/05/2017";"Vigente";"10012/2014";"
                            
                            Contratação";"RN"
"1027492";NA;"Gleba B-40";"76889-000";"Cacaulândia                        - RO";"lC -25 TB 40, ZONA RURAL, 00 ";"31/07/2017";"Vigente";"32154/2014";"
                            
                            Contratação";"RO"
"1002957";0;"Mecejana                                                                                            ";"69304-010";"Boa Vista                        - RR";"Rua Dom Pedro I, esquina com Rua Jacamin	, 00 ";"31/05/2016";"Vencido";"19483/2014";"
                            
                            Contratação";"RR"
"1002966";0;"Jardim Tropical                                                                                     ";"69314-573";"Boa Vista                        - RR";"Avenida Parque Céu Azul, com a AV:  Abrahão Felix Lima, 000 ";"31/05/2016";"Vencido";"19483/2014";"
                            
                            Contratação";"RR"
"1017812";773.68;"Centro                                                                                              ";"97753-000";"Capão do Cipó                        - RS";"RUA FRANCISCO FERRAZ DE BARCELOS,  00 ";"09/05/2018";"Vigente";"32718/2014";"
                            
                            Contratação";"RS"
"1013592";NA;"Linha Pinheiro Machado                                                                              ";"95790-000";"Brochier                        - RS";"Estrada Municipal Linha Pinheiro Machado,  000 ";"31/07/2016";"Vigente";"32173/2014";"
                            
                            Contratação";"RS"
"1014175";3228.08;"Iperoba                                                                                             ";"89240-000";"São Francisco do Sul                        - SC";"Rodovia Duque de Caxias,  000 ";"31/07/2016";"Vigente";"32374/2014";"
                            
                            Contratação";"SC"
"1010934";890.73;"CENTRO                                                                                              ";"89199-000";"Santa Terezinha                        - SC";"RUA SILVINO LONGEM,  001 ";"28/02/2018";"Vigente";"49315/2015";"
                            
                            Contratação";"SC"
"24555";NA;"Centro                                                                                              ";"49480-000";"Simão Dias                        - SE";"Rua José Tavares dos Santos,   ";"30/12/2016";"Vigente";"11046/2014";"
                            
                            Contratação";"SE"
"1009337";NA;"Centro                                                                                              ";"49514-000";"Frei Paulo                        - SE";"Rua Jose de Oliveira, Terreno do Chã Alan, 001 ";"18/08/2016";"Vigente";"9851/2014";"
                            
                            Contratação";"SE"
"1024763";NA;"Parque Erasmo Assunção";"09271-400";"Santo André                        - SP";"Rua Jorge Beretta,  300 ";"03/01/2017";"Vigente";"11796/2014";"
                            
                            Contratação";"SP"
"1002403";NA;"Cidade Santa Júlia                                                                                  ";"06866-540";"Itapecerica da Serra                        - SP";"Rua Juruá,   ";"03/10/2016";"Vigente";"5441/2013";"
                            
                            Contratação";"SP"
"1001909";890.73;"São Miguel                                                                                          ";"77817-210";"Araguaína                        - TO";"Avenida São Judas Tadeu, Av. São Judas Tadeu com rua Guanabara, 00 ";"15/03/2017";"Vigente";"5995/2013";"
                            
                            Contratação";"TO"
"1001926";NA;"SUEIRO SALES                                                                                        ";"69975-000";"Jordão                        - AC";"RUA ARNALDO GOMES DE FARIAS ,  010 ";"19/10/2016";"Vigente";"5993/2013";"
                            
                            Em Reformulação";"AC"
"1005489";NA;"NOSSA SENHORA DAS GRAÇAS                                                                            ";"69980-000";"Cruzeiro do Sul                        - AC";"CONJUNTO HABITACIONAL VALE DOS BURITIS, CONJUNTO, 0000 ";"17/10/2016";"Vigente";"6708/2013";"
                            
                            Em Reformulação";"AC"
"1005607";NA;"Centro                                                                                              ";"57995-000";"Flexeiras                        - AL";"Rua Professora Maria Isabel Costa Souza,   ";"15/10/2016";"Vigente";"6988/2013";"
                            
                            Em Reformulação";"AL"
"1011123";NA;"José Carrilho Pedroza                                                                               ";"57800-000";"União dos Palmares                        - AL";"Rua Projetada 01,   ";"27/07/2016";"Vigente";"8688/2014";"
                            
                            Em Reformulação";"AL"
"1006221";NA;"Mazarelo                                                                                            ";"69280-000";"Manicoré                        - AM";"ESTRADA DO AEROPORTO,  00 ";"27/03/2017";"Vigente";"7421/2013";"
                            
                            Em Reformulação";"AM"
"1009920";NA;"Zona Rural                                                                                          ";"69460-000";"Coari                        - AM";"Com Bom Jesus do lago Preto, Rio Tambaqui, 001 ";"30/06/2017";"Vigente";"19595/2014";"
                            
                            Em Reformulação";"AM"
"1013266";NA;"Mazagão                                                                                             ";"68940-000";"Mazagão                        - AP";"Avenida  Antonio Carpina, Atras da camara de vereadores,  ";"15/05/2017";"Vigente";"9221/2014";"
                            
                            Em Reformulação";"AP"
"1010972";NA;"Infraero                                                                                            ";"68980-000";"Oiapoque                        - AP";"Rua Sérgio Gomes, Quadra 28, Quadra 28, Entre a Rua Tupinambá c/Avenida Santa Helena, e fundos com a Quadra 25, 28 ";"29/03/2017";"Vigente";"9147/2014";"
                            
                            Em Reformulação";"AP"
"25059";NA;"Areia Branca";"42700-000";"Lauro de Freitas                        - BA";"Rua Direta do Capiarara,   ";"19/05/2017";"Vigente";"3987/2013";"
                            
                            Em Reformulação";"BA"
"1005802";NA;"Santo Antonio                                                                                       ";"46450-000";"Sebastião Laranjeiras                        - BA";"RUA JOÃO CARLOS LEÃO, Prédio Escolar, 00 ";"14/11/2016";"Vigente";"6938/2013";"
                            
                            Em Reformulação";"BA"
"1012607";NA;"Itapoã                                                                                              ";"61606-500";"Caucaia                        - CE";"Rua Francisco Felipe da Silva, ITAPOÃ, 00 ";"20/03/2017";"Vigente";"8813/2014";"
                            
                            Em Reformulação";"CE"
"1012655";NA;"DISTRITO DE MUMBABA DE BAIXO                                                                        ";"62140-000";"Massapê                        - CE";"CE362 LOTEAMENTO TERRA PROMENTIDA,  005 ";"15/05/2017";"Vigente";"8762/2014";"
                            
                            Em Reformulação";"CE"
"33022";NA;"RECANTO DAS EMAS";"72600-133";"Brasília                        - DF";"Q 109 CONJ. 7 LOTE 01,   ";"20/10/2016";"Vigente";"4102/2013";"
                            
                            Em Reformulação";"DF"
"31595";NA;"Recanto das Emas                                                                                    ";"72602-406";"Brasília                        - DF";"Quadra 112 Conjunto 5-A,  01 ";"05/04/2017";"Vigente";"11501/2014";"
                            
                            Em Reformulação";"DF"
"24942";NA;"Bairro Nossa Senhora da Penha                                                                       ";"29390-000";"Iúna                        - ES";"Rua Antonio Monteiro Alves esquina com Rua Projetada,   ";"24/06/2017";"Vigente";"5529/2013";"
                            
                            Em Reformulação";"ES"
"1016233";NA;"Nicolau de Vargas                                                                                   ";"29370-000";"Conceição do Castelo                        - ES";"Rua Antonio Vinha,  00 ";"30/01/2017";"Vigente";"9909/2014";"
                            
                            Em Reformulação";"ES"
"1014647";NA;"Jardins do Cerrado Iv                                                                               ";"74491-491";"Goiânia                        - GO";"Rua Luiza M. Coimbra Bueno, com Rua Das Quaresmeiras c/ Rua Epitácio de Medeiros APM 5, 5 ";"01/12/2016";"Vigente";"11719/2014";"
                            
                            Em Reformulação";"GO"
"19215";NA;"Jardim Fonte Nova                                                                                   ";"74594-021";"Goiânia                        - GO";"Ruas FN 26, FN 25 e FN 29, APM - 03, 00 ";"09/07/2017";"Vigente";"484/2011";"
                            
                            Em Reformulação";"GO"
"1009100";NA;"Centro                                                                                              ";"65939-000";"Itinga do Maranhão                        - MA";"Rua Circular,   ";"15/05/2017";"Vigente";"9332/2014";"
                            
                            Em Reformulação";"MA"
"1015459";851.63;"RURAL                                                                                               ";"65300-000";"Santa Inês                        - MA";"RUA GRANDE,   ";"30/01/2017";"Vigente";"29675/2014";"
                            
                            Em Reformulação";"MA"
"25319";NA;"SÃO PEDRO";"35740-000";"Esmeraldas                        - MG";"RUA DOIS, AREA INSTITUCIONAL, 180 ";"24/08/2016";"Vigente";"4074/2013";"
                            
                            Em Reformulação";"MG"
"18986";564.5;"Marimbá";"32617-370";"Betim                        - MG";"Rua Uberaba,   ";"11/12/2016";"Vigente";"4091/2013";"
                            
                            Em Reformulação";"MG"
"1001978";NA;"Bosque Santa Mônica                                                                                 ";"79106-670";"Campo Grande                        - MS";"Rua Monterey,   ";"27/03/2017";"Vigente";"5382/2013";"
                            
                            Em Reformulação";"MS"
"22984";NA;"Maria Leite                                                                                         ";"79300-000";"Corumbá                        - MS";"Avenida Nossa Senhora da Candelária, QUADRA 108 Av. N. Sra da Candelária,  ";"28/11/2016";"Vigente";"1130/2011";"
                            
                            Em Reformulação";"MS"
"1001592";NA;"Centro                                                                                              ";"78540-000";"Cláudia                        - MT";"Hermes da Fonseca, Terreno,  ";"30/09/2016";"Vigente";"5107/2013";"
                            
                            Em Reformulação";"MT"
"1006784";NA;"Jardim dos Ipês                                                                                     ";"78300-000";"Tangará da Serra                        - MT";"Rua dos Mognos, Setor S, 00 ";"16/12/2016";"Vigente";"7283/2013";"
                            
                            Em Reformulação";"MT"
"1006973";NA;"Guarumã                                                                                             ";"68690-000";"Acará                        - PA";"Rodovia Acará/Mojú km 18, Ramal do Dendê, 00 ";"20/06/2016";"Vigente";"7380/2013";"
                            
                            Em Reformulação";"PA"
"1009250";NA;"VILA DO CURUÇAMBABA                                                                                 ";"68400-000";"Cametá                        - PA";"RUA PROJETADA,  0000 ";"20/10/2016";"Vigente";"11574/2014";"
                            
                            Em Reformulação";"PA"
"24398";NA;"Recanto do Poço                                                                                     ";"58310-000";"Cabedelo                        - PB";"Via local 04, Loteamento Stephanie Palhano,  ";"31/10/2016";"Vigente";"11180/2014";"
                            
                            Em Reformulação";"PB"
"25038";NA;"São Francisco";"58900-000";"Cajazeiras                        - PB";"RUA PROJETADA,   ";"03/05/2017";"Vigente";"4127/2013";"
                            
                            Em Reformulação";"PB"
"1017543";NA;"Engenho Trombetas                                                                                   ";"55540-000";"Palmares                        - PE";"Engenho Trombetas, Sem Nr. (terreno ao lado do Hospital Regional),  ";"07/09/2016";"Vigente";"11041/2014";"
                            
                            Em Reformulação";"PE"
"1006670";NA;"Cajá                                                                                                ";"55610-356";"Vitória de Santo Antão                        - PE";"6ª Travessa Professor Félix Paiva - Rua das Granjas,  00 ";"30/04/2017";"Vigente";"7399/2013";"
                            
                            Em Reformulação";"PE"
"1012797";NA;"Cruzeta                                                                                             ";"64840-000";"Guadalupe                        - PI";"Rua Militar,  000 ";"23/03/2017";"Vigente";"8970/2014";"
                            
                            Em Reformulação";"PI"
"1009166";NA;"Cal                                                                                                 ";"64224-000";"Ilha Grande                        - PI";"Rua Projetada 40,  00 ";"18/08/2016";"Vigente";"7587/2013";"
                            
                            Em Reformulação";"PI"
